Title,Book_category,Star_rating,Price,Stock,Quantity,Source_File,Sharp Objects,Mystery,Four,47.82,In stock,20,Soumission,Fiction,One,50.1,Issue_Date,Return_Date,Random_Book_Sum
"Blue Lily, Lily Blue (The Raven Cycle #3)",Default,Five,34.13,In stock,5.0,books_scraped.csv,,,,,,,,,,,2025-03-11,2025-04-09,98.0
Approval Junkie: Adventures in Caring Too Much,Autobiography,Five,58.81,In stock,5.0,books_scraped.csv,,,,,,,,,,,2024-10-31,2024-11-11,61.0
An Abundance of Katherines,Young Adult,Five,10.0,In stock,5.0,books_scraped.csv,,,,,,,,,,,2024-11-11,2024-11-29,65.0
America's War for the Greater Middle East: A Military History,History,Two,51.22,In stock,5.0,books_scraped.csv,,,,,,,,,,,2025-05-27,2025-05-29,50.0
Alight (The Generations Trilogy #2),Default,Four,58.59,In stock,5.0,books_scraped.csv,,,,,,,,,,,2025-05-15,2025-05-30,31.0
A Girl's Guide to Moving On (New Beginnings #2),Romance,One,31.3,In stock,5.0,books_scraped.csv,,,,,,,,,,,2024-11-12,2024-11-16,44.0
A Game of Thrones (A Song of Ice and Fire #1),Add a comment,Two,46.42,In stock,5.0,,,,,,,,,,,,2025-02-05,2025-02-18,82.0
A Feast for Crows (A Song of Ice and Fire #4),Fantasy,Four,17.21,In stock,5.0,books_scraped.csv,,,,,,,,,,,2025-03-15,2025-04-06,24.0
A Clash of Kings (A Song of Ice and Fire #2),Add a comment,Three,10.79,In stock,5.0,books_scraped.csv,,,,,,,,,,,2024-11-24,2024-12-04,42.0
Vogue Colors A to Z: A Fashion Coloring Book,Default,Four,52.35,In stock,4.0,books_scraped.csv,,,,,,,,,,,2025-06-29,2025-07-19,16.0
The Shining (The Shining #1),Default,Three,27.88,In stock,4.0,books_scraped.csv,,,,,,,,,,,2025-04-17,2025-05-17,100.0
The Pilgrim's Progress,Classics,Two,50.26,In stock,4.0,books_scraped.csv,,,,,,,,,,,2024-12-25,2024-12-27,37.0
The Perfect Play (Play by Play #1),Romance,Three,,In stock,4.0,books_scraped.csv,,,,,,,,,,,2024-12-29,2024-12-29,44.0
The Passion of Dolssa,Historical Fiction,Five,28.32,In stock,4.0,books_scraped.csv,,,,,,,,,,,2025-03-31,2025-04-02,88.0
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,Nonfiction,Three,38.71,In stock,4.0,books_scraped.csv,,,,,,,,,,,2025-01-24,2025-02-21,25.0
The Hunger Games (The Hunger Games #1),Default,Five,29.85,In stock,4.0,books_scraped.csv,,,,,,,,,,,2025-08-16,2025-08-17,91.0
The Hound of the Baskervilles (Sherlock Holmes #5),Classics,Two,14.82,In stock,4.0,books_scraped.csv,,,,,,,,,,,2025-08-03,2025-08-26,15.0
The Gunning of America: Business and the Making of American Gun Culture,Nonfiction,Four,16.81,In stock,4.0,books_scraped.csv,,,,,,,,,,,2025-02-22,2025-03-12,31.0
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,Nonfiction,Two,,In stock,4.0,books_scraped.csv,,,,,,,,,,,2024-12-09,2024-12-18,54.0
The Demonists (Demonist #1),Fantasy,Two,52.11,In stock,4.0,books_scraped.csv,,,,,,,,,,,2024-12-23,2025-01-01,76.0
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",Sequential Art,Two,27.88,In stock,4.0,books_scraped.csv,,,,,,,,,,,2024-11-30,2024-12-17,81.0
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),Thriller,Three,59.71,In stock,4.0,books_scraped.csv,,,,,,,,,,,2025-04-05,2025-04-06,93.0
The Beast (Black Dagger Brotherhood #14),Fantasy,Five,46.08,In stock,4.0,books_scraped.csv,,,,,,,,,,,2025-08-11,2025-09-04,79.0
Some Women,Womens Fiction,Five,13.73,In stock,4.0,books_scraped.csv,,,,,,,,,,,2025-09-04,2025-10-01,96.0
Shopaholic Ties the Knot (Shopaholic #3),Womens Fiction,Five,48.39,In stock,4.0,books_scraped.csv,,,,,,,,,,,2025-07-26,2025-08-16,33.0
Paper and Fire (The Great Library #2),Fantasy,Five,49.45,In stock,4.0,books_scraped.csv,,,,,,,,,,,2024-11-21,2024-12-03,43.0
Outlander (Outlander #1),Default,Five,19.67,In stock,4.0,books_scraped.csv,,,,,,,,,,,2025-04-28,2025-05-26,16.0
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",Music,Three,12.36,In stock,4.0,books_scraped.csv,,,,,,,,,,,2025-05-06,2025-05-15,14.0
No One Here Gets Out Alive,Music,Five,20.02,In stock,4.0,books_scraped.csv,,,,,,,,,,,2025-07-28,2025-08-02,60.0
Night Shift (Night Shift #1-20),Horror,Four,12.75,In stock,4.0,books_scraped.csv,,,,,,,,,,,2025-01-15,2025-02-04,83.0
Needful Things,Horror,Four,47.51,In stock,4.0,books_scraped.csv,,,,,,,,,,,2025-07-15,2025-07-31,97.0
Mockingjay (The Hunger Games #3),Default,Four,20.44,In stock,4.0,books_scraped.csv,,,,,,,,,,,2024-12-14,2024-12-27,
Misery,Horror,,34.79,In stock,4.0,books_scraped.csv,,,,,,,,,,,2025-03-26,2025-03-30,4.0
Little Women (Little Women #1),Classics,Four,28.07,In stock,4.0,books_scraped.csv,,,,,,,,,,,2025-01-12,2025-02-09,87.0
,Horror,Three,25.01,In stock,4.0,books_scraped.csv,,,,,,,,,,,2025-05-22,2025-05-25,87.0
Harry Potter and the Sorcerer's Stone (Harry Potter #1),Default,Three,13.9,In stock,4.0,books_scraped.csv,,,,,,,,,,,2024-11-30,2024-12-23,40.0
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),Young Adult,Four,24.17,In stock,4.0,books_scraped.csv,,,,,,,,,,,2024-11-20,2024-12-13,21.0
Harry Potter and the Order of the Phoenix (Harry Potter #5),Fantasy,Four,31.63,In stock,4.0,books_scraped.csv,,,,,,,,,,,2024-11-13,2024-11-16,31.0
Harry Potter and the Half-Blood Prince (Harry Potter #6),Fantasy,Five,48.75,In stock,4.0,books_scraped.csv,,,,,,,,,,,2024-11-05,2024-11-27,25.0
Harry Potter and the Chamber of Secrets (Harry Potter #2),Fantasy,One,14.74,In stock,4.0,books_scraped.csv,,,,,,,,,,,2025-09-11,2025-09-30,78.0
Gone with the Wind,Classics,Three,32.49,In stock,4.0,books_scraped.csv,,,,,,,,,,,2024-11-12,2024-12-08,43.0
God Is Not Great: How Religion Poisons Everything,Nonfiction,One,27.8,In stock,4.0,books_scraped.csv,,,,,,,,,,,2025-08-02,2025-08-25,94.0
Girl With a Pearl Earring,Historical Fiction,One,26.77,In stock,4.0,books_scraped.csv,,,,,,,,,,,2025-05-23,2025-05-30,78.0
"Fruits Basket, Vol. 4 (Fruits Basket #4)",Sequential Art,Four,50.44,In stock,4.0,books_scraped.csv,,,,,,,,,,,2025-05-05,2025-05-27,12.0
Far From True (Promise Falls Trilogy #2),Thriller,Two,34.93,In stock,4.0,books_scraped.csv,,,,,,,,,,,2025-01-01,2025-01-21,60.0
Dark Lover (Black Dagger Brotherhood #1),Romance,One,12.87,In stock,4.0,books_scraped.csv,,,,,,,,,,,2025-03-03,2025-03-17,13.0
Confessions of a Shopaholic (Shopaholic #1),Default,Two,,In stock,4.0,books_scraped.csv,,,,,,,,,,,2025-03-13,2025-03-20,95.0
Changing the Game (Play by Play #2),Romance,Three,13.38,In stock,4.0,books_scraped.csv,,,,,,,,,,,2025-01-19,2025-01-30,52.0
Candide,Classics,Three,58.63,In stock,4.0,books_scraped.csv,,,,,,,,,,,2024-10-20,2024-11-11,30.0
Can You Keep a Secret?,Womens Fiction,One,21.94,In stock,4.0,books_scraped.csv,,,,,,,,,,,2024-12-20,2025-01-09,24.0
Atlas Shrugged,Fiction,Five,26.58,In stock,4.0,books_scraped.csv,,,,,,,,,,,2024-10-23,2024-11-01,49.0
Animal Farm,Classics,Three,57.22,In stock,4.0,books_scraped.csv,,,,,,,,,,,2025-07-20,2025-07-27,73.0
A Walk to Remember,Romance,One,56.43,,4.0,books_scraped.csv,,,,,,,,,,,2025-01-07,2025-01-28,49.0
A New Earth: Awakening to Your Life's Purpose,Spirituality,Five,55.65,In stock,4.0,books_scraped.csv,,,,,,,,,,,2025-10-12,2025-11-08,81.0
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Religion,One,27.62,In stock,4.0,books_scraped.csv,,,,,,,,,,,2025-06-06,2025-06-25,31.0
'Salem's Lot,Horror,Four,49.56,In stock,4.0,books_scraped.csv,,,,,,,,,,,2025-01-20,2025-01-27,99.0
Zero History (Blue Ant #3),Default,One,34.77,In stock,3.0,books_scraped.csv,,,,,,,,,,,,2024-11-21,77.0
Wuthering Heights,Classics,Three,17.73,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-04-09,2025-05-05,4.0
World War Z: An Oral History of the Zombie War,Default,One,21.8,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-08-28,2025-09-26,44.0
Wild: From Lost to Found on the Pacific Crest Trail,Default,Three,46.02,In stock,3.0,books_scraped.csv,,,,,,,,,,,2024-11-16,2024-12-03,
"Where'd You Go, Bernadette",Default,One,18.13,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-03-17,2025-03-19,11.0
When You Are Engulfed in Flames,Humor,Five,30.89,In stock,3.0,,,,,,,,,,,,2025-04-15,2025-05-11,8.0
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,Nonfiction,Three,31.95,In stock,,books_scraped.csv,,,,,,,,,,,2025-02-11,2025-02-16,12.0
We Are All Completely Beside Ourselves,Contemporary,One,24.04,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-01-28,2025-02-02,43.0
Walk the Edge (Thunder Road #2),Young Adult,Three,32.36,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-07-15,2025-08-14,15.0
Voyager (Outlander #3),Historical Fiction,Five,21.07,In stock,3.0,books_scraped.csv,,,,,,,,,,,,2025-07-03,25.0
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,Nonfiction,Three,50.66,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-09-07,2025-09-19,3.0
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,Food and Drink,Two,13.66,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-04-05,2025-04-16,47.0
,Nonfiction,One,58.09,In stock,3.0,books_scraped.csv,,,,,,,,,,,2024-10-16,2024-10-24,28.0
Under the Banner of Heaven: A Story of Violent Faith,Nonfiction,One,30.0,In stock,,books_scraped.csv,,,,,,,,,,,2025-08-30,2025-09-25,84.0
Two Boys Kissing,Young Adult,Two,32.74,In stock,3.0,books_scraped.csv,,,,,,,,,,,2024-12-09,2024-12-25,77.0
Twilight (Twilight #1),Default,Two,41.93,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-05-21,2025-05-31,2.0
Twenties Girl,Womens Fiction,Two,42.8,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-07-05,2025-08-01,22.0
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",Nonfiction,One,53.51,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-07-29,2025-07-29,24.0
Three-Martini Lunch,Fiction,Three,23.21,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-05-26,2025-06-09,38.0
"Thinking, Fast and Slow",Psychology,One,21.14,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-02-22,2025-03-09,24.0
The Wild Robot,Childrens,Three,56.07,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-09-09,2025-09-22,43.0
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",Sequential Art,Three,14.41,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-08-25,2025-09-15,26.0
The Undomestic Goddess,Womens Fiction,Four,45.75,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-01-20,2025-01-30,83.0
The Travelers,Thriller,One,15.77,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-03-11,2025-04-01,53.0
The Tipping Point: How Little Things Can Make a Big Difference,Add a comment,Two,10.02,In stock,3.0,books_scraped.csv,,,,,,,,,,,2024-11-28,2024-12-07,74.0
The Thing About Jellyfish,Childrens,One,48.77,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-08-01,2025-08-22,85.0
The Stand,Horror,Two,57.86,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-01-20,2025-02-03,39.0
The Smitten Kitchen Cookbook,Food and Drink,One,23.59,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-08-16,2025-08-28,53.0
The Silkworm (Cormoran Strike #2),Mystery,Five,23.05,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-10-13,2025-10-22,35.0
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",Sequential Art,Five,55.55,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-01-17,2025-02-02,8.0
The Rose & the Dagger (The Wrath and the Dawn #2),Fantasy,Four,58.64,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-03-30,2025-03-31,75.0
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),Travel,One,23.21,In stock,3.0,,,,,,,,,,,,2025-03-20,2025-04-14,25.0
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),Biography,Three,42.57,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-02-22,2025-02-26,20.0
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),Science Fiction,One,10.92,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-02-02,2025-02-27,43.0
The Rest Is Noise: Listening to the Twentieth Century,Add a comment,One,34.77,In stock,,books_scraped.csv,,,,,,,,,,,2025-01-01,2025-01-27,99.0
The Red Tent,Historical Fiction,Five,35.66,In stock,3.0,books_scraped.csv,,,,,,,,,,,2024-11-27,2024-12-21,46.0
The Purpose Driven Life: What on Earth Am I Here for?,Add a comment,Three,37.19,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-06-06,2025-06-28,39.0
The Purest Hook (Second Circle Tattoos #3),Romance,One,12.25,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-06-11,2025-06-22,59.0
The Picture of Dorian Gray,Classics,Two,29.7,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-10-02,2025-10-27,94.0
The Paris Wife,Default,Three,36.8,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-03-21,,93.0
The Obsession,Romance,One,45.43,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-04-25,2025-05-19,41.0
The Nightingale,Fiction,Four,26.26,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-10-03,2025-10-25,7.0
The New Guy (and Other Senior Year Distractions),Young Adult,Three,44.92,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-03-03,2025-03-18,11.0
The Nanny Diaries (Nanny #1),Womens Fiction,Five,52.53,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-03-25,2025-04-08,50.0
The Name of God is Mercy,Nonfiction,Two,37.25,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-03-14,2025-03-19,6.0
The Maze Runner (The Maze Runner #1),Default,One,20.93,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-09-24,2025-10-23,9.0
The Lover's Dictionary,Default,Two,58.09,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-07-03,2025-07-29,84.0
The Lonely Ones,Childrens,Five,43.59,,3.0,books_scraped.csv,,,,,,,,,,,2025-05-15,2025-05-22,61.0
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Business,Three,33.92,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-04-28,2025-05-17,76.0
The Last Painting of Sara de Vos,Historical Fiction,Two,55.55,In stock,3.0,books_scraped.csv,,,,,,,,,,,,2025-01-25,1.0
"The Land of 10,000 Madonnas",Young Adult,Four,29.64,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-04-08,2025-05-04,84.0
The Infinities,Fiction,One,27.41,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-05-04,2025-05-04,64.0
The Husband's Secret,Fiction,Five,52.51,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-06-18,2025-07-13,54.0
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),Add a comment,Three,47.8,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-05-08,2025-06-05,99.0
The Guns of August,History,Two,14.54,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-05-24,2025-06-23,53.0
The Guernsey Literary and Potato Peel Pie Society,Historical Fiction,One,49.53,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-04-23,2025-05-09,39.0
The Goldfinch,Default,,43.58,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-09-10,2025-09-27,58.0
The Giver (The Giver Quartet #1),Default,One,12.3,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-01-20,2025-02-03,57.0
,Horror,Three,49.47,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-04-29,2025-05-13,28.0
The Girl Who Played with Fire (Millennium Trilogy #2),Default,Two,22.14,In stock,3.0,books_scraped.csv,,,,,,,,,,,,2025-05-16,61.0
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),Add a comment,One,57.48,In stock,3.0,books_scraped.csv,,,,,,,,,,,2024-12-24,2025-01-19,6.0
The Exiled,Mystery,Three,43.45,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-07-06,2025-07-06,49.0
"The End of Faith: Religion, Terror, and the Future of Reason",Add a comment,Four,22.13,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-04-02,2025-04-23,90.0
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Science,Four,13.03,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-03-08,2025-03-24,15.0
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",Science,Five,57.35,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-10-08,2025-10-18,95.0
The Devil Wears Prada (The Devil Wears Prada #1),Womens Fiction,One,44.29,In stock,3.0,books_scraped.csv,,,,,,,,,,,2024-11-16,2024-11-20,58.0
The Demon-Haunted World: Science as a Candle in the Dark,Default,Four,52.25,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-03-08,2025-03-26,93.0
The Day the Crayons Came Home (Crayons),Childrens,Five,26.33,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-07-04,2025-07-17,97.0
The Da Vinci Code (Robert Langdon #2),Fiction,Two,22.96,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-01-04,2025-02-03,100.0
The Cuckoo's Calling (Cormoran Strike #1),Mystery,One,19.21,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-02-12,2025-02-21,47.0
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),Classics,Four,26.78,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-05-23,2025-06-05,80.0
The Complete Poems,Add a comment,Five,41.32,In stock,3.0,books_scraped.csv,,,,,,,,,,,2024-11-25,2024-12-17,76.0
The Catcher in the Rye,Add a comment,One,24.55,In stock,3.0,books_scraped.csv,,,,,,,,,,,2024-10-18,2024-11-07,38.0
The Cat in the Hat (Beginner Books B-1),Childrens,Two,16.26,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-04-05,2025-04-05,95.0
The Case for Christ (Cases for Christianity),Add a comment,One,47.84,In stock,3.0,books_scraped.csv,,,,,,,,,,,2024-11-30,2024-12-29,52.0
The Book Thief,Default,Two,53.49,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-04-02,2025-04-24,99.0
The Book of Basketball: The NBA According to The Sports Guy,Sports and Games,Five,44.84,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-01-03,2025-01-20,
The Blind Side: Evolution of a Game,Add a comment,Five,53.71,In stock,3.0,books_scraped.csv,,,,,,,,,,,2024-12-19,2025-01-16,93.0
The Autobiography of Malcolm X,Default,Two,23.43,In stock,3.0,books_scraped.csv,,,,,,,,,,,2024-11-30,2024-12-07,
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",Food and Drink,Three,34.32,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-01-27,2025-02-23,17.0
The Art of Fielding,Fiction,One,22.1,In stock,3.0,books_scraped.csv,,,,,,,,,,,2024-12-21,2025-01-11,5.0
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Science,Two,25.83,In stock,3.0,books_scraped.csv,,,,,,,,,,,,2025-10-25,40.0
Stiff: The Curious Lives of Human Cadavers,Nonfiction,Three,36.74,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-05-15,2025-06-10,27.0
Spilled Milk: Based on a True Story,Nonfiction,One,49.51,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-08-19,2025-09-18,48.0
Something Borrowed (Darcy & Rachel #1),Womens Fiction,Five,48.96,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-02-03,2025-02-03,89.0
Something Blue (Darcy & Rachel #2),Womens Fiction,One,,In stock,3.0,books_scraped.csv,,,,,,,,,,,2024-12-17,2024-12-25,39.0
Soldier (Talon #3),Fantasy,Two,24.72,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-08-09,2025-09-04,55.0
Shopaholic & Baby (Shopaholic #5),Default,Two,46.45,In stock,3.0,books_scraped.csv,,,,,,,,,,,2024-11-01,2024-11-03,64.0
Seven Days in the Art World,Add a comment,Two,52.33,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-07-22,2025-07-24,77.0
Seven Brief Lessons on Physics,Science,Four,30.6,In stock,3.0,books_scraped.csv,,,,,,,,,,,2024-11-01,2024-11-25,47.0
Scarlet (The Lunar Chronicles #2),Young Adult,Four,14.57,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-01-23,2025-02-13,66.0
Sarah's Key,Add a comment,One,46.29,In stock,3.0,books_scraped.csv,,,,,,,,,,,2024-11-11,2024-11-13,23.0
"Saga, Volume 3 (Saga (Collected Editions) #3)",Sequential Art,Five,21.57,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-09-24,2025-10-18,72.0
Running with Scissors,Autobiography,Four,12.91,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-09-22,2025-10-11,29.0
Rogue Lawyer (Rogue Lawyer #1),Add a comment,Three,50.11,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-07-02,2025-07-06,19.0
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",Nonfiction,Four,41.67,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-02-03,2025-02-15,54.0
Rework,Business,Two,44.88,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-08-02,2025-09-01,4.0
Reservations for Two,,Three,11.1,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-09-21,2025-10-19,
,Childrens,Three,28.54,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-03-27,2025-04-25,68.0
Ready Player One,Science Fiction,Four,19.07,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-04-22,2025-04-26,36.0
Quiet: The Power of Introverts in a World That Can't Stop Talking,Default,One,43.55,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-09-20,2025-10-16,71.0
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),Sequential Art,Three,43.63,In stock,3.0,books_scraped.csv,,,,,,,,,,,2024-11-21,2024-12-13,58.0
Persepolis: The Story of a Childhood (Persepolis #1-2),Sequential Art,One,39.13,In stock,3.0,books_scraped.csv,,,,,,,,,,,2024-12-07,2024-12-16,74.0
Packing for Mars: The Curious Science of Life in the Void,Default,Two,56.68,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-06-29,2025-07-01,92.0
Outliers: The Story of Success,Nonfiction,One,14.16,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-09-01,2025-09-04,65.0
Original Fake,Sequential Art,Three,31.45,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-09-09,2025-10-05,21.0
Orange Is the New Black,Default,Two,24.61,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-05-24,2025-06-18,60.0
One for the Money (Stephanie Plum #1),Default,Two,32.87,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-06-10,2025-06-11,61.0
Notes from a Small Island (Notes From a Small Island #1),Nonfiction,One,40.17,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-03-08,2025-03-18,62.0
Night (The Night Trilogy #1),Nonfiction,One,13.51,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-07-08,2025-07-20,17.0
Neither Here nor There: Travels in Europe,Travel,Three,38.95,In stock,3.0,books_scraped.csv,,,,,,,,,,,2025-07-22,2025-08-13,35.0
